600 123.1 0 8.5 3.9 1.15
600 161.7 0 17.1 10.3 3.15
600 169.9 0 13.9 6 2
600 186.2 0 9.8 2 1.4
600 191 0 8.5 6.4 0.6
600 200.8 0 10.2 4.5 1.4
600 202.5 0 10.8 4.8 1.5
600 223.2 0 16.5 8 1.35
600 229.2 0 13.3 5.7 1.9
600 232.1 0 16.7 11.4 4.2
600 257.1 0 11 4.8 1.55
600 261.4 0 11 4.8 1.55
600 282.4 0 12.2 5.3 1.75
600.1 206.3 0 11 4.8 1.55
600.2 208.4 0 7.8 3.6 1.05
600.2 256.5 0 10.2 4.5 1.4
600.2 243.6 0 6.9 3.2 0.9
600.2 151 0 7.9 3.6 1.05
600.2 252 0 4.3 0.6 0.5
600.3 187.2 0 8.8 8.2 0.5
600.3 286.3 0 9.3 4.2 1.3
600.3 162.9 0 15.7 9.8 2.25
600.3 286.4 0 17.6 7.4 2.6
600.4 227.6 0 10.2 4.5 1.4
600.5 123.2 0 14.5 6.2 2.1
600.5 268 0 10.2 4.5 1.4
600.5 262.8 0 7.3 3.4 0.95
600.5 250.7 0 16.5 5.8 2.95
600.6 183.4 0 8.2 3.7 1.1
600.6 218.7 0 7.5 3.2 0.8
600.8 261.3 0 15.9 6.8 2.35
600.8 116.9 0 19.5 10.5 4
600.9 182.4 0 6.9 3.2 0.9
600.9 182.4 0 9.8 4.3 1.35
600.9 287 0 10.6 4.7 1.5
600.9 207.1 0 11.4 5 1.6
601 212.7 0 13 3.9 1.9
601 287.5 0 11.8 5.1 1.7
601 220 0 12.2 3.3 1.35
601 153.3 0 14.3 6.1 2.1
601.1 158.3 0 5 2.5 0.6
601.2 261.7 0 4.3 0.6 0.5
601.3 187.3 0 15.5 7.3 1.15
601.4 208.4 0 11.6 5.1 1.65
601.4 170.4 0 17.2 7.2 2.55
601.5 260.6 0 7.9 3.6 1.05
601.5 253.7 0 6.4 3 0.8
601.6 225.4 0 13 6.6 2.4
601.6 154.3 0 8.9 4 1.2
601.7 159.5 0 8.9 4 1.2
601.7 191.1 0 15 11.5 0.95
601.8 161.6 0 16.8 11.2 2.5
